시설아이디,supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar,생육주차,CO2
B농가,1.0,6.0,538.5,96.33,15.0,0.0,3,0.4113001215066829
B농가,1.0,6.0,537.67,95.83,15.0,0.0,3,0.4102916160388821
B농가,1.0,6.0,537.67,95.5,15.17,0.0,3,0.4102916160388821
B농가,1.0,6.0,538.83,94.83,15.0,0.0,3,0.41170109356014584
B농가,1.0,6.0,552.0,94.83,14.0,0.0,3,0.42770352369380316
B농가,1.0,6.0,552.17,95.83,14.0,0.0,3,0.427910085054678
B농가,1.0,6.0,553.17,94.67,14.0,0.33,3,0.42912515188335354
B농가,1.0,6.0,551.0,92.0,14.0,21.33,3,0.4264884568651276
B농가,1.0,6.0,536.5,88.0,15.5,101.33,3,0.4088699878493317
B농가,1.0,6.0,479.83,70.0,20.17,329.5,3,0.3400121506682867
B농가,1.0,6.0,446.33,58.5,23.5,394.83,3,0.2993074119076549
B농가,1.0,6.0,419.5,52.0,26.17,485.33,3,0.2667071688942892
B농가,1.0,6.0,409.17,49.0,26.5,534.83,3,0.2541555285540705
B농가,1.0,6.0,413.67,46.5,26.67,462.17,3,0.2596233292831106
B농가,1.0,6.0,426.0,50.5,26.0,339.83,3,0.27460510328068044
B농가,1.0,6.0,459.5,58.67,23.0,138.67,3,0.3153098420413123
B농가,1.0,6.0,471.17,64.83,21.5,110.83,3,0.3294896719319563
B농가,1.0,6.0,490.83,73.67,20.0,52.17,3,0.3533778857837181
B농가,1.0,6.0,518.17,86.0,17.17,1.67,3,0.38659781287970835
B농가,1.0,6.0,530.17,94.83,16.33,0.0,3,0.4011786148238153
B농가,1.0,6.0,527.5,94.67,16.33,0.0,3,0.3979343863912515
B농가,1.0,6.0,528.33,95.67,16.33,0.0,3,0.3989428918590523
B농가,1.0,6.0,534.33,96.17,15.83,0.0,3,0.40623329283110576
B농가,1.0,6.0,533.83,97.0,16.0,0.0,3,0.405625759416768
B농가,1.0,6.0,537.67,97.17,15.33,0.0,3,0.4102916160388821
B농가,1.0,6.0,544.5,97.33,14.67,0.0,3,0.41859052247873635
B농가,1.0,6.0,553.17,96.67,13.83,0.0,3,0.42912515188335354
B농가,1.0,6.0,566.0,97.5,12.5,0.0,3,0.44471445929526127
B농가,1.0,6.0,571.17,97.67,12.0,0.0,3,0.45099635479951394
B농가,1.0,6.0,580.67,98.0,11.33,0.0,3,0.4625394896719319
B농가,1.0,6.0,587.17,97.83,10.67,5.0,3,0.4704374240583232
B농가,1.0,6.0,564.5,95.17,12.5,70.83,3,0.44289185905224787
B농가,1.0,6.0,507.17,84.33,17.33,237.67,3,0.3732320777642771
B농가,1.0,6.0,460.33,61.33,21.67,369.5,3,0.316318347509113
B농가,1.0,6.0,450.33,52.67,23.33,481.83,3,0.3041676792223572
B농가,1.0,6.0,433.17,42.67,24.83,543.67,3,0.28331713244228435
B농가,1.0,6.0,424.0,33.5,26.17,559.5,3,0.27217496962332927
B농가,1.0,6.0,420.83,29.17,26.33,539.5,3,0.2683232077764277
B농가,1.0,6.0,423.17,29.83,26.33,469.17,3,0.2711664641555286
B농가,1.0,6.0,434.5,32.67,25.5,360.67,3,0.28493317132442286
B농가,1.0,6.0,454.33,36.0,23.33,226.17,3,0.3090279465370595
B농가,1.0,6.0,498.5,51.5,19.17,64.5,3,0.3626974483596598
B농가,1.0,6.0,560.67,82.67,13.0,2.67,3,0.43823815309842035
B농가,1.0,6.0,578.0,92.0,11.33,0.0,3,0.45929526123936815
B농가,1.0,6.0,586.0,94.17,10.67,0.0,3,0.4690157958687728
B농가,1.0,6.0,590.33,96.0,10.0,0.0,3,0.4742770352369381
B농가,1.0,6.0,595.83,95.67,9.5,0.0,3,0.4809599027946538
B농가,1.0,6.0,597.67,96.67,9.17,0.0,3,0.4831956257594167
B농가,1.0,6.0,600.67,97.0,9.0,0.0,3,0.48684082624544345
B농가,1.0,6.0,603.0,97.33,9.0,0.0,3,0.4896719319562576
B농가,1.0,6.0,606.17,97.17,8.5,0.0,3,0.49352369380315914
B농가,1.0,6.0,604.83,97.33,8.83,0.0,3,0.49189550425273393
B농가,1.0,6.0,603.33,97.83,8.83,0.0,3,0.4900729040097206
B농가,1.0,6.0,611.83,97.5,8.0,0.0,3,0.500400972053463
B농가,1.0,6.0,614.67,97.67,8.0,3.5,3,0.5038517618469015
B농가,1.0,6.0,587.0,93.67,10.0,80.67,3,0.47023086269744835
B농가,1.0,6.0,521.0,76.67,16.33,246.5,3,0.39003645200486026
B농가,1.0,6.0,465.17,62.5,21.0,367.0,3,0.3221992709599028
B농가,1.0,6.0,438.5,49.17,23.67,482.33,3,0.28979343863912516
B농가,1.0,6.0,421.83,42.17,25.5,511.5,3,0.26953827460510327
B농가,1.0,6.0,414.5,39.5,26.33,501.83,3,0.2606318347509113
B농가,1.0,6.0,410.0,31.0,27.5,544.67,3,0.2551640340218712
B농가,1.0,6.0,413.33,33.33,27.0,457.5,3,0.25921020656136085
B농가,1.0,6.0,435.67,37.5,25.33,366.67,3,0.2863547995139733
B농가,1.0,6.0,453.17,40.17,23.33,215.33,3,0.30761846901579587
B농가,1.0,6.0,501.0,59.0,19.33,58.5,3,0.36573511543134873
B농가,1.0,6.0,555.17,92.83,13.5,1.67,3,0.4315552855407047
B농가,1.0,6.0,561.67,100.0,12.83,0.0,3,0.43945321992709596
B농가,1.0,6.0,577.83,98.33,11.17,0.0,3,0.4590886998784934
B농가,1.0,6.0,591.33,98.0,9.83,0.0,3,0.47549210206561365
B농가,1.0,6.0,596.5,98.17,9.5,0.0,3,0.48177399756986633
B농가,1.0,6.0,598.5,98.67,9.5,0.0,3,0.4842041312272175
B농가,1.0,6.0,604.83,97.83,9.0,0.0,3,0.49189550425273393
B농가,1.0,6.0,605.67,98.17,9.0,0.0,3,0.49291616038882136
B농가,1.0,6.0,608.5,98.33,8.33,0.0,3,0.49635479951397327
B농가,1.0,6.0,610.0,99.17,8.0,0.0,3,0.49817739975698666
B농가,1.0,6.0,611.67,97.83,8.17,0.0,3,0.5002065613608748
B농가,1.0,6.0,605.33,97.83,8.67,0.0,3,0.49250303766707176
B농가,1.0,6.0,597.67,97.33,9.67,1.17,3,0.4831956257594167
B농가,1.0,6.0,583.67,95.5,11.0,44.5,3,0.46618469015795866
B농가,1.0,6.0,550.83,89.17,14.0,112.33,3,0.4262818955042528
B농가,1.0,6.0,529.5,75.83,16.33,157.83,3,0.4003645200486027
B농가,1.0,6.0,504.83,66.67,18.5,221.17,3,0.37038882138517615
B농가,1.0,6.0,494.0,64.0,19.83,169.83,3,0.3572296476306197
B농가,1.0,6.0,523.17,80.33,16.67,75.83,3,0.3926731470230862
B농가,1.0,6.0,499.17,70.83,19.17,155.67,3,0.36351154313487244
B농가,1.0,6.0,511.67,74.5,18.0,103.33,3,0.37869987849331715
B농가,1.0,6.0,500.33,70.67,19.17,130.83,3,0.3649210206561361
B농가,1.0,6.0,500.0,70.0,19.17,117.33,3,0.3645200486026732
B농가,1.0,6.0,513.5,74.83,17.83,58.17,3,0.38092345078979345
B농가,1.0,6.0,555.0,93.67,13.67,1.67,3,0.4313487241798299
B농가,1.0,6.0,568.83,97.67,12.5,0.0,3,0.4481530984204132
B농가,1.0,6.0,576.33,97.83,12.0,0.0,3,0.45726609963548
B농가,1.0,6.0,582.83,99.0,11.0,0.0,3,0.46516403402187123
B농가,1.0,6.0,586.5,99.33,10.67,0.0,3,0.46962332928311057
B농가,1.0,6.0,591.0,98.17,10.33,0.0,3,0.47509113001215064
B농가,1.0,6.0,595.5,99.67,9.83,0.0,3,0.48055893074119077
B농가,1.0,6.0,598.67,98.33,9.67,0.0,3,0.4844106925880923
B농가,1.0,6.0,599.17,99.67,9.0,0.0,3,0.4850182260024301
B농가,1.0,6.0,599.83,99.0,9.83,0.0,3,0.4858201701093561
B농가,1.0,6.0,598.67,98.67,10.0,0.0,3,0.4844106925880923
B농가,1.0,6.0,597.33,99.67,9.67,0.0,3,0.4827825030376671
B농가,1.0,6.0,602.0,98.67,9.33,3.17,3,0.488456865127582
B농가,1.0,6.0,589.17,97.83,10.17,48.33,3,0.4728675577156743
B농가,1.0,6.0,526.67,85.33,16.17,226.83,3,0.3969258809234507
B농가,1.0,6.0,468.17,68.0,21.5,356.83,3,0.32584447144592954
B농가,1.0,6.0,437.5,56.0,24.83,456.5,3,0.2885783718104496
B농가,1.0,6.0,424.83,51.33,25.83,507.17,3,0.27318347509113
B농가,1.0,6.0,410.17,46.5,27.5,539.33,3,0.2553705953827461
B농가,1.0,6.0,424.67,48.17,26.83,437.17,3,0.2729890643985419
B농가,1.0,6.0,413.67,46.5,28.0,417.33,3,0.2596233292831106
B농가,1.0,6.0,423.0,48.17,26.67,314.33,3,0.2709599027946537
B농가,1.0,6.0,457.33,55.67,23.17,156.83,3,0.31267314702308624
B농가,1.0,6.0,499.0,73.0,19.5,35.67,3,0.36330498177399756
B농가,1.0,6.0,514.17,76.67,17.67,0.33,3,0.381737545565006
B농가,1.0,6.0,523.33,82.83,17.0,0.0,3,0.3928675577156744
B농가,1.0,6.0,530.83,90.33,16.0,0.0,3,0.40198055893074125
B농가,1.0,6.0,528.17,90.17,16.33,0.0,3,0.3987484811664641
B농가,1.0,6.0,525.17,88.67,16.83,0.0,3,0.3951032806804374
B농가,1.0,6.0,536.0,88.67,15.5,0.0,3,0.4082624544349939
B농가,1.0,6.0,549.83,76.83,14.0,0.0,3,0.4250668286755772
B농가,1.0,6.0,552.33,65.67,13.83,0.0,3,0.42810449574726617
B농가,1.0,6.0,578.83,69.83,11.33,0.0,3,0.46030376670716894
B농가,1.0,6.0,604.83,83.5,8.67,0.0,3,0.49189550425273393
B농가,1.0,6.0,607.83,91.67,8.0,0.0,3,0.49554070473876066
B농가,1.0,6.0,613.5,89.67,7.67,0.0,3,0.5024301336573511
B농가,1.0,6.0,621.17,92.5,7.0,2.67,3,0.5117496962332928
B농가,1.0,6.0,611.33,89.5,8.0,50.83,3,0.4997934386391252
B농가,1.0,6.0,540.67,61.0,14.67,237.67,3,0.4139368165249088
B농가,1.0,6.0,506.67,39.17,18.17,363.5,3,0.37262454434993925
B농가,1.0,6.0,475.33,36.17,20.5,469.67,3,0.33454434993924664
B농가,1.0,6.0,460.67,33.0,21.83,536.5,3,0.31673147023086273
B농가,1.0,6.0,445.83,32.0,24.17,553.5,3,0.29869987849331714
B농가,1.0,6.0,435.17,31.83,24.83,524.67,3,0.2857472660996355
B농가,1.0,6.0,437.83,31.5,25.17,457.5,3,0.2889793438639125
B농가,1.0,6.0,453.67,31.83,23.67,347.5,3,0.30822600243013365
B농가,1.0,6.0,476.83,37.83,21.0,209.33,3,0.33636695018226
B농가,1.0,6.0,529.5,52.0,15.67,53.67,3,0.4003645200486027
B농가,1.0,6.0,585.33,80.5,10.17,1.67,3,0.4682017010935602
B농가,1.0,6.0,604.83,91.83,8.5,0.0,3,0.49189550425273393
B농가,1.0,6.0,604.67,92.67,8.5,0.0,3,0.49170109356014574
B농가,1.0,6.0,599.5,91.83,9.0,0.0,3,0.48541919805589306
B농가,1.0,6.0,599.83,95.83,9.0,0.0,3,0.4858201701093561
B농가,1.0,6.0,596.83,98.0,9.67,0.0,3,0.48217496962332934
B농가,1.0,6.0,592.0,98.0,10.17,0.0,4,0.47630619684082626
B농가,1.0,6.0,594.0,98.17,9.67,0.0,4,0.4787363304981774
B농가,1.0,6.0,592.67,98.5,10.0,0.0,4,0.4771202916160388
B농가,1.0,6.0,591.83,98.67,10.0,0.0,4,0.47609963547995143
B농가,1.0,6.0,594.33,98.5,9.67,0.0,4,0.4791373025516404
B농가,1.0,6.0,598.17,98.83,9.0,0.0,4,0.4838031591737545
B농가,1.0,6.0,607.83,99.17,8.33,3.67,4,0.49554070473876066
B농가,1.0,6.0,606.83,95.5,8.33,64.17,4,0.4943256379100851
B농가,1.0,6.0,553.0,79.17,13.67,208.33,4,0.4289185905224787
B농가,1.0,6.0,502.33,59.83,19.0,328.33,4,0.36735115431348725
B농가,1.0,6.0,479.67,47.17,20.5,407.67,4,0.3398177399756987
B농가,1.0,6.0,449.0,36.83,23.17,482.5,4,0.3025516403402187
B농가,1.0,6.0,436.33,34.67,25.17,462.0,4,0.28715674362089916
B농가,1.0,6.0,428.5,35.67,26.0,463.17,4,0.2776427703523694
B농가,1.0,6.0,434.17,34.0,25.5,442.17,4,0.2845321992709599
