,시설아이디,weeks,조사일자,표본번호,관부직경,엽병장,엽수,엽장,엽폭,개화수,초장,최종화방차수,화방 꽃수(소화수),supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar,CO2
37,B농가,8,20231103,2,23.45,104.0,8.0,86.0,85.0,1.0,285.0,1.0,0.0,154.83,1019.16,162652.16,14574.15,2756.06,12301.16,156.80699878493317
38,B농가,8,20231103,3,23.94,109.0,7.0,89.0,85.0,1.0,231.0,1.0,1.0,154.83,1019.16,162652.16,14574.15,2756.06,12301.16,156.80699878493317
39,B농가,8,20231103,4,22.28,105.0,6.0,96.0,86.0,0.0,298.0,1.0,1.0,154.83,1019.16,162652.16,14574.15,2756.06,12301.16,156.80699878493317
40,B농가,8,20231103,5,20.02,177.0,6.0,106.0,100.0,2.0,346.0,1.0,1.0,154.83,1019.16,162652.16,14574.15,2756.06,12301.16,156.80699878493317
41,B농가,8,20231103,6,23.82,148.0,8.0,107.0,100.0,2.0,307.0,1.0,0.0,154.83,1019.16,162652.16,14574.15,2756.06,12301.16,156.80699878493317
42,B농가,8,20231103,7,21.95,64.0,8.0,95.0,92.0,2.0,305.0,1.0,1.0,154.83,1019.16,162652.16,14574.15,2756.06,12301.16,156.80699878493317
43,B농가,8,20231103,8,21.41,104.0,7.0,104.0,83.0,1.0,325.0,1.0,0.0,154.83,1019.16,162652.16,14574.15,2756.06,12301.16,156.80699878493317
44,B농가,8,20231103,9,22.88,94.0,8.0,90.0,89.0,1.0,270.0,1.0,0.0,154.83,1019.16,162652.16,14574.15,2756.06,12301.16,156.80699878493317
45,B농가,9,20231110,1,23.01,112.0,5.0,80.0,80.0,6.0,220.0,1.0,1.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
46,B농가,9,20231110,2,23.8,140.0,6.0,80.0,78.0,3.0,255.0,1.0,2.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
47,B농가,9,20231110,3,22.79,88.0,5.0,90.0,84.0,5.0,200.0,1.0,1.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
48,B농가,9,20231110,4,26.21,105.0,6.0,97.0,89.0,3.0,278.0,1.0,1.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
49,B농가,9,20231110,5,26.58,161.0,6.0,108.0,101.0,5.0,290.0,1.0,2.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
50,B농가,9,20231110,6,23.02,117.0,7.0,78.0,69.0,6.0,251.0,1.0,0.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
51,B농가,9,20231110,7,22.63,70.0,5.0,95.0,89.0,6.0,255.0,1.0,1.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
52,B농가,9,20231110,8,22.44,98.0,6.0,112.0,87.0,5.0,255.0,1.0,2.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
53,B농가,9,20231110,9,27.06,89.0,6.0,91.0,89.0,3.0,230.0,1.0,4.0,168.0,1008.0,171773.15,14648.97,2112.29,12501.98,167.8896111786148
54,B농가,10,20231117,1,22.62,120.0,7.0,83.0,82.0,7.0,220.0,1.0,2.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
55,B농가,10,20231117,2,21.34,162.0,6.0,88.0,87.0,5.0,260.0,1.0,1.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
56,B농가,10,20231117,3,25.79,110.0,6.0,95.0,84.0,7.0,218.0,1.0,2.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
57,B농가,10,20231117,4,26.47,142.0,7.0,78.0,72.0,4.0,283.0,1.0,3.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
58,B농가,10,20231117,5,27.16,133.0,6.0,101.0,95.0,5.0,290.0,1.0,3.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
59,B농가,10,20231117,6,27.5,127.0,7.0,82.0,75.0,8.0,252.0,1.0,2.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
60,B농가,10,20231117,7,26.25,77.0,6.0,97.0,82.0,8.0,257.0,1.0,1.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
61,B농가,10,20231117,8,24.85,135.0,7.0,89.0,83.0,7.0,265.0,1.0,2.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
62,B농가,10,20231117,9,28.28,126.0,8.0,112.0,98.0,7.0,257.0,1.0,2.0,145.83,1003.65,116734.92,13721.68,2184.39,13540.07,101.01448359659781
63,B농가,11,20231124,1,24.03,125.0,6.0,85.0,82.0,11.0,270.0,1.0,1.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
64,B농가,11,20231124,2,23.93,152.0,7.0,93.0,89.0,8.0,274.0,1.0,2.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
65,B농가,11,20231124,3,25.89,125.0,6.0,88.0,82.0,9.0,250.0,1.0,1.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
66,B농가,11,20231124,4,29.41,146.0,7.0,88.0,79.0,8.0,288.0,1.0,1.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
67,B농가,11,20231124,5,29.17,140.0,6.0,90.0,80.0,9.0,285.0,1.0,1.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
68,B농가,11,20231124,6,27.97,106.0,7.0,90.0,87.0,11.0,250.0,1.0,0.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
69,B농가,11,20231124,7,27.54,93.0,5.0,97.0,90.0,12.0,260.0,1.0,1.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
70,B농가,11,20231124,8,28.26,109.0,6.0,93.0,91.0,11.0,240.0,1.0,1.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
71,B농가,11,20231124,9,28.42,111.0,7.0,80.0,74.0,9.0,247.0,1.0,3.0,154.34,937.83,71418.02,11764.5,2015.5,10604.47,45.95142162818955
72,B농가,12,20231130,1,23.72,129.0,7.0,88.0,82.0,12.0,250.0,1.0,0.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
73,B농가,12,20231130,2,23.57,169.0,7.0,90.0,90.0,9.0,287.0,1.0,2.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
74,B농가,12,20231130,3,24.99,113.0,6.0,88.0,82.0,10.0,247.0,1.0,2.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
75,B농가,12,20231130,4,29.22,152.0,8.0,77.0,65.0,9.0,293.0,1.0,3.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
76,B농가,12,20231130,5,29.83,145.0,7.0,90.0,78.0,10.0,342.0,1.0,2.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
77,B농가,12,20231130,6,31.06,122.0,8.0,87.0,70.0,12.0,263.0,1.0,1.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
78,B농가,12,20231130,7,28.12,70.0,5.0,96.0,82.0,13.0,263.0,1.0,1.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
79,B농가,12,20231130,8,26.31,140.0,5.0,98.0,85.0,12.0,242.0,1.0,1.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
80,B농가,12,20231130,9,29.2,135.0,7.0,75.0,69.0,11.0,251.0,1.0,1.0,143.0,857.66,63501.43,11034.56,1669.01,9212.08,42.40756986634265
81,B농가,13,20231207,1,24.8,100.0,9.0,58.0,53.0,11.0,237.0,1.0,2.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
82,B농가,13,20231207,2,27.82,108.0,8.0,95.0,90.0,11.0,270.0,1.0,3.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
83,B농가,13,20231207,3,24.45,152.0,7.0,82.0,64.0,11.0,276.0,1.0,1.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
84,B농가,13,20231207,4,28.08,140.0,7.0,92.0,83.0,10.0,248.0,1.0,2.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
85,B농가,13,20231207,5,24.61,164.0,6.0,112.0,97.0,14.0,277.0,1.0,3.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
86,B농가,13,20231207,6,29.97,160.0,7.0,90.0,81.0,12.0,258.0,1.0,2.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
87,B농가,13,20231207,7,25.78,78.0,6.0,68.0,54.0,10.0,254.0,1.0,0.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
88,B농가,13,20231207,8,28.43,127.0,6.0,97.0,86.0,12.0,246.0,1.0,1.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
89,B농가,13,20231207,9,27.86,146.0,8.0,82.0,62.0,12.0,222.0,1.0,0.0,168.0,1008.0,66602.09,15849.3,2255.89,7842.0,40.09974483596598
90,B농가,14,20231214,1,23.43,143.0,9.0,67.0,69.0,7.0,233.0,1.0,0.0,131.0,786.0,49625.68,12283.19,1445.81,6600.18,28.463766707168894
91,B농가,14,20231214,2,22.04,189.0,7.0,93.0,79.0,8.0,303.0,1.0,0.0,131.0,786.0,49625.68,12283.19,1445.81,6600.18,28.463766707168894
92,B농가,14,20231214,3,23.35,153.0,7.0,83.0,66.0,5.0,280.0,1.0,0.0,131.0,786.0,49625.68,12283.19,1445.81,6600.18,28.463766707168894
93,B농가,14,20231214,4,26.93,171.0,7.0,86.0,75.0,10.0,250.0,1.0,0.0,131.0,786.0,49625.68,12283.19,1445.81,6600.18,28.463766707168894
94,B농가,14,20231214,5,24.93,155.0,6.0,81.0,65.0,9.0,285.0,1.0,0.0,131.0,786.0,49625.68,12283.19,1445.81,6600.18,28.463766707168894
95,B농가,14,20231214,6,27.07,177.0,9.0,78.0,68.0,10.0,286.0,1.0,0.0,131.0,786.0,49625.68,12283.19,1445.81,6600.18,28.463766707168894
96,B농가,14,20231214,8,28.75,175.0,7.0,92.0,80.0,9.0,282.0,1.0,0.0,131.0,786.0,49625.68,12283.19,1445.81,6600.18,28.463766707168894
97,B농가,14,20231214,9,28.2,123.0,8.0,88.0,54.0,10.0,255.0,1.0,0.0,131.0,786.0,49625.68,12283.19,1445.81,6600.18,28.463766707168894
98,B농가,15,20231221,1,25.53,153.0,7.0,71.0,61.0,6.0,249.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
99,B농가,15,20231221,2,22.85,202.0,7.0,90.0,86.0,7.0,307.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
100,B농가,15,20231221,3,23.81,189.0,7.0,88.0,76.0,4.0,291.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
101,B농가,15,20231221,4,25.81,165.0,8.0,87.0,78.0,9.0,305.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
102,B농가,15,20231221,5,26.31,185.0,6.0,81.0,70.0,9.0,304.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
103,B농가,15,20231221,6,27.54,191.0,9.0,78.0,70.0,7.0,314.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
104,B농가,15,20231221,7,28.83,194.0,7.0,104.0,94.0,10.0,306.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
105,B농가,15,20231221,8,29.34,156.0,9.0,91.0,88.0,7.0,305.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
106,B농가,15,20231221,9,28.04,133.0,9.0,91.0,70.0,10.0,272.0,1.0,0.0,1.0,162.0,11541.65,2472.5,333.28,1775.81,7.462515188335359
107,B농가,16,20231228,1,21.19,133.0,9.0,68.0,58.0,4.0,243.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
108,B농가,16,20231228,2,24.25,179.0,8.0,79.0,65.0,6.0,289.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
109,B농가,16,20231228,3,22.48,190.0,6.0,88.0,79.0,3.0,271.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
110,B농가,16,20231228,4,28.27,161.0,10.0,58.0,57.0,7.0,279.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
111,B농가,16,20231228,5,29.77,182.0,6.0,77.0,69.0,6.0,289.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
112,B농가,16,20231228,6,29.52,180.0,5.0,80.0,73.0,7.0,300.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
113,B농가,16,20231228,7,23.31,168.0,7.0,91.0,85.0,8.0,310.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
114,B농가,16,20231228,8,33.45,152.0,7.0,100.0,88.0,6.0,303.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
115,B농가,16,20231228,9,22.56,133.0,6.0,92.0,68.0,9.0,253.0,1.0,0.0,45.5,348.17,26344.76,5661.27,653.34,3154.43,17.429842041312273
116,B농가,17,20240104,1,21.92,151.0,9.0,72.0,62.0,1.0,243.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
117,B농가,17,20240104,2,20.85,188.0,8.0,82.0,64.0,3.0,305.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
118,B농가,17,20240104,3,23.86,120.0,7.0,90.0,85.0,1.0,280.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
119,B농가,17,20240104,4,28.05,175.0,9.0,85.0,75.0,5.0,272.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
120,B농가,17,20240104,5,22.02,175.0,5.0,82.0,70.0,5.0,272.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
121,B농가,17,20240104,6,29.93,180.0,6.0,83.0,72.0,4.0,308.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
122,B농가,17,20240104,7,27.16,168.0,7.0,92.0,82.0,6.0,305.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
123,B농가,17,20240104,8,30.71,145.0,6.0,93.0,83.0,4.0,300.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
124,B농가,17,20240104,9,25.78,135.0,6.0,93.0,66.0,4.0,258.0,1.0,0.0,126.83,973.32,75383.49,15331.55,1767.64,9455.16,51.98479951397327
125,B농가,18,20240111,1,22.99,162.0,8.0,70.0,60.0,0.0,238.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
126,B농가,18,20240111,2,20.56,192.0,8.0,82.0,62.0,1.0,306.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
127,B농가,18,20240111,3,26.62,178.0,7.0,96.0,78.0,0.0,270.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
128,B농가,18,20240111,4,30.33,177.0,8.0,92.0,81.0,4.0,280.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
129,B농가,18,20240111,5,34.97,160.0,6.0,105.0,87.0,3.0,288.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
130,B농가,18,20240111,6,28.5,152.0,7.0,68.0,61.0,3.0,313.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
131,B농가,18,20240111,7,22.37,164.0,7.0,96.0,82.0,2.0,308.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
132,B농가,18,20240111,8,34.47,151.0,9.0,95.0,87.0,1.0,300.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
133,B농가,18,20240111,9,21.69,133.0,5.0,93.0,70.0,0.0,261.0,1.0,0.0,99.33,1007.66,81975.91,15766.89,1811.83,10223.4,58.77996354799514
134,B농가,19,20240118,1,18.65,98.0,10.0,77.0,72.0,0.0,240.0,2.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
135,B농가,19,20240118,2,21.89,132.0,9.0,62.0,42.0,0.0,280.0,1.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
136,B농가,19,20240118,3,21.46,163.0,8.0,87.0,72.0,0.0,275.0,2.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
137,B농가,19,20240118,4,31.41,170.0,9.0,64.0,62.0,1.0,278.0,1.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
138,B농가,19,20240118,5,28.58,162.0,6.0,82.0,67.0,1.0,278.0,1.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
139,B농가,19,20240118,6,29.76,157.0,7.0,68.0,63.0,0.0,305.0,1.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
140,B농가,19,20240118,7,25.5,125.0,8.0,52.0,44.0,0.0,305.0,2.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
141,B농가,19,20240118,8,25.61,123.0,10.0,67.0,58.0,0.0,306.0,1.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
142,B농가,19,20240118,9,23.41,185.0,6.0,68.0,60.0,0.0,255.0,0.0,0.0,168.0,1008.0,82063.79,15788.18,1780.34,10196.18,58.886743620899146
143,B농가,20,20240125,1,20.09,168.0,9.0,59.0,56.0,5.0,231.0,2.0,0.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
144,B농가,20,20240125,2,52.38,130.0,8.0,56.0,44.0,2.0,322.0,2.0,0.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
145,B농가,20,20240125,3,28.16,118.0,8.0,49.0,45.0,4.0,288.0,2.0,1.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
146,B농가,20,20240125,4,21.41,123.0,6.0,55.0,45.0,1.0,257.0,1.0,0.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
147,B농가,20,20240125,5,18.46,133.0,6.0,90.0,87.0,8.0,276.0,2.0,0.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
148,B농가,20,20240125,6,28.01,155.0,7.0,65.0,63.0,4.0,297.0,2.0,0.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
149,B농가,20,20240125,7,29.93,145.0,6.0,57.0,50.0,6.0,310.0,2.0,1.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
150,B농가,20,20240125,8,26.38,135.0,7.0,55.0,49.0,2.0,294.0,2.0,2.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
151,B농가,20,20240125,9,23.27,155.0,6.0,83.0,67.0,6.0,235.0,2.0,0.0,162.0,971.83,73898.35,14892.81,1948.02,13616.47,50.42326852976914
152,B농가,21,20240202,1,21.87,105.0,9.0,76.0,52.0,3.0,232.0,2.0,0.0,54.0,324.0,25876.91,4785.92,653.91,5054.55,18.319453219927095
153,B농가,21,20240202,2,19.64,110.0,9.0,58.0,52.0,2.0,313.0,2.0,0.0,54.0,324.0,25876.91,4785.92,653.91,5054.55,18.319453219927095
154,B농가,21,20240202,3,25.96,127.0,8.0,59.0,50.0,3.0,280.0,2.0,2.0,54.0,324.0,25876.91,4785.92,653.91,5054.55,18.319453219927095
155,B농가,21,20240202,4,26.17,122.0,8.0,80.0,74.0,3.0,275.0,2.0,0.0,54.0,324.0,25876.91,4785.92,653.91,5054.55,18.319453219927095
156,B농가,21,20240202,5,25.52,187.0,4.0,80.0,71.0,6.0,280.0,2.0,0.0,54.0,324.0,25876.91,4785.92,653.91,5054.55,18.319453219927095
157,B농가,21,20240202,6,21.48,115.0,9.0,52.0,48.0,1.0,292.0,2.0,0.0,54.0,324.0,25876.91,4785.92,653.91,5054.55,18.319453219927095
158,B농가,21,20240202,7,23.36,147.0,7.0,56.0,50.0,3.0,300.0,2.0,0.0,54.0,324.0,25876.91,4785.92,653.91,5054.55,18.319453219927095
