,시설아이디,weeks,조사일자,표본번호,관부직경,엽병장,엽수,엽장,엽폭,개화수,초장,최종화방차수,화방 꽃수(소화수),supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar,CO2
54,B농가,10,20231117,1,22.62,120.0,7.0,83.0,82.0,7.0,220.0,1.0,2.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
55,B농가,10,20231117,2,21.34,162.0,6.0,88.0,87.0,5.0,260.0,1.0,1.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
56,B농가,10,20231117,3,25.79,110.0,6.0,95.0,84.0,7.0,218.0,1.0,2.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
57,B농가,10,20231117,4,26.47,142.0,7.0,78.0,72.0,4.0,283.0,1.0,3.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
58,B농가,10,20231117,5,27.16,133.0,6.0,101.0,95.0,5.0,290.0,1.0,3.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
59,B농가,10,20231117,6,27.5,127.0,7.0,82.0,75.0,8.0,252.0,1.0,2.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
60,B농가,10,20231117,7,26.25,77.0,6.0,97.0,82.0,8.0,257.0,1.0,1.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
61,B농가,10,20231117,8,24.85,135.0,7.0,89.0,83.0,7.0,265.0,1.0,2.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
62,B농가,10,20231117,9,28.28,126.0,8.0,112.0,98.0,7.0,257.0,1.0,2.0,0.8680357142857144,5.974107142857143,694.8507142857143,81.67666666666666,13.002321428571427,80.59565476190475,0.601276688074987
63,B농가,11,20231124,1,24.03,125.0,6.0,85.0,82.0,11.0,270.0,1.0,1.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
64,B농가,11,20231124,2,23.93,152.0,7.0,93.0,89.0,8.0,274.0,1.0,2.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
65,B농가,11,20231124,3,25.89,125.0,6.0,88.0,82.0,9.0,250.0,1.0,1.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
66,B농가,11,20231124,4,29.41,146.0,7.0,88.0,79.0,8.0,288.0,1.0,1.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
67,B농가,11,20231124,5,29.17,140.0,6.0,90.0,80.0,9.0,285.0,1.0,1.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
68,B농가,11,20231124,6,27.97,106.0,7.0,90.0,87.0,11.0,250.0,1.0,0.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
69,B농가,11,20231124,7,27.54,93.0,5.0,97.0,90.0,12.0,260.0,1.0,1.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
70,B농가,11,20231124,8,28.26,109.0,6.0,93.0,91.0,11.0,240.0,1.0,1.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
71,B농가,11,20231124,9,28.42,111.0,7.0,80.0,74.0,9.0,247.0,1.0,3.0,0.9186904761904762,5.582321428571428,425.1072619047619,70.02678571428571,11.99702380952381,63.12184523809523,0.2735203668344616
72,B농가,12,20231130,1,23.72,129.0,7.0,88.0,82.0,12.0,250.0,1.0,0.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
73,B농가,12,20231130,2,23.57,169.0,7.0,90.0,90.0,9.0,287.0,1.0,2.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
74,B농가,12,20231130,3,24.99,113.0,6.0,88.0,82.0,10.0,247.0,1.0,2.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
75,B농가,12,20231130,4,29.22,152.0,8.0,77.0,65.0,9.0,293.0,1.0,3.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
76,B농가,12,20231130,5,29.83,145.0,7.0,90.0,78.0,10.0,342.0,1.0,2.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
77,B농가,12,20231130,6,31.06,122.0,8.0,87.0,70.0,12.0,263.0,1.0,1.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
78,B농가,12,20231130,7,28.12,70.0,5.0,96.0,82.0,13.0,263.0,1.0,1.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
79,B농가,12,20231130,8,26.31,140.0,5.0,98.0,85.0,12.0,242.0,1.0,1.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
80,B농가,12,20231130,9,29.2,135.0,7.0,75.0,69.0,11.0,251.0,1.0,1.0,1.0,5.997622377622378,444.06594405594404,77.16475524475524,11.671398601398602,64.42013986013986,0.2965564326317668
81,B농가,13,20231207,1,24.8,100.0,9.0,58.0,53.0,11.0,237.0,1.0,2.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
82,B농가,13,20231207,2,27.82,108.0,8.0,95.0,90.0,11.0,270.0,1.0,3.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
83,B농가,13,20231207,3,24.45,152.0,7.0,82.0,64.0,11.0,276.0,1.0,1.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
84,B농가,13,20231207,4,28.08,140.0,7.0,92.0,83.0,10.0,248.0,1.0,2.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
85,B농가,13,20231207,5,24.61,164.0,6.0,112.0,97.0,14.0,277.0,1.0,3.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
86,B농가,13,20231207,6,29.97,160.0,7.0,90.0,81.0,12.0,258.0,1.0,2.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
87,B농가,13,20231207,7,25.78,78.0,6.0,68.0,54.0,10.0,254.0,1.0,0.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
88,B농가,13,20231207,8,28.43,127.0,6.0,97.0,86.0,12.0,246.0,1.0,1.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
89,B농가,13,20231207,9,27.86,146.0,8.0,82.0,62.0,12.0,222.0,1.0,0.0,1.0,6.0,396.44101190476187,94.34107142857142,13.427916666666667,46.67857142857143,0.23868895735694035
90,B농가,14,20231214,1,23.43,143.0,9.0,67.0,69.0,7.0,233.0,1.0,0.0,1.0,6.0,378.82198473282443,93.76480916030535,11.036717557251908,50.383053435114505,0.21728066188678544
91,B농가,14,20231214,2,22.04,189.0,7.0,93.0,79.0,8.0,303.0,1.0,0.0,1.0,6.0,378.82198473282443,93.76480916030535,11.036717557251908,50.383053435114505,0.21728066188678544
92,B농가,14,20231214,3,23.35,153.0,7.0,83.0,66.0,5.0,280.0,1.0,0.0,1.0,6.0,378.82198473282443,93.76480916030535,11.036717557251908,50.383053435114505,0.21728066188678544
93,B농가,14,20231214,4,26.93,171.0,7.0,86.0,75.0,10.0,250.0,1.0,0.0,1.0,6.0,378.82198473282443,93.76480916030535,11.036717557251908,50.383053435114505,0.21728066188678544
94,B농가,14,20231214,5,24.93,155.0,6.0,81.0,65.0,9.0,285.0,1.0,0.0,1.0,6.0,378.82198473282443,93.76480916030535,11.036717557251908,50.383053435114505,0.21728066188678544
95,B농가,14,20231214,6,27.07,177.0,9.0,78.0,68.0,10.0,286.0,1.0,0.0,1.0,6.0,378.82198473282443,93.76480916030535,11.036717557251908,50.383053435114505,0.21728066188678544
96,B농가,14,20231214,8,28.75,175.0,7.0,92.0,80.0,9.0,282.0,1.0,0.0,1.0,6.0,378.82198473282443,93.76480916030535,11.036717557251908,50.383053435114505,0.21728066188678544
97,B농가,14,20231214,9,28.2,123.0,8.0,88.0,54.0,10.0,255.0,1.0,0.0,1.0,6.0,378.82198473282443,93.76480916030535,11.036717557251908,50.383053435114505,0.21728066188678544
98,B농가,15,20231221,1,25.53,153.0,7.0,71.0,61.0,6.0,249.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
99,B농가,15,20231221,2,22.85,202.0,7.0,90.0,86.0,7.0,307.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
100,B농가,15,20231221,3,23.81,189.0,7.0,88.0,76.0,4.0,291.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
101,B농가,15,20231221,4,25.81,165.0,8.0,87.0,78.0,9.0,305.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
102,B농가,15,20231221,5,26.31,185.0,6.0,81.0,70.0,9.0,304.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
103,B농가,15,20231221,6,27.54,191.0,9.0,78.0,70.0,7.0,314.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
104,B농가,15,20231221,7,28.83,194.0,7.0,104.0,94.0,10.0,306.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
105,B농가,15,20231221,8,29.34,156.0,9.0,91.0,88.0,7.0,305.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
106,B농가,15,20231221,9,28.04,133.0,9.0,91.0,70.0,10.0,272.0,1.0,0.0,0.037037037037037035,6.0,427.4685185185185,91.57407407407408,12.343703703703703,65.77074074074073,0.2763894514198281
107,B농가,16,20231228,1,21.19,133.0,9.0,68.0,58.0,4.0,243.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
108,B농가,16,20231228,2,24.25,179.0,8.0,79.0,65.0,6.0,289.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
109,B농가,16,20231228,3,22.48,190.0,6.0,88.0,79.0,3.0,271.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
110,B농가,16,20231228,4,28.27,161.0,10.0,58.0,57.0,7.0,279.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
111,B농가,16,20231228,5,29.77,182.0,6.0,77.0,69.0,6.0,289.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
112,B농가,16,20231228,6,29.52,180.0,5.0,80.0,73.0,7.0,300.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
113,B농가,16,20231228,7,23.31,168.0,7.0,91.0,85.0,8.0,310.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
114,B농가,16,20231228,8,33.45,152.0,7.0,100.0,88.0,6.0,303.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
115,B농가,16,20231228,9,22.56,133.0,6.0,92.0,68.0,9.0,253.0,1.0,0.0,0.7583333333333333,5.802833333333334,439.0793333333333,94.3545,10.889000000000001,52.57383333333333,0.29049736735520454
116,B농가,17,20240104,1,21.92,151.0,9.0,72.0,62.0,1.0,243.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
117,B농가,17,20240104,2,20.85,188.0,8.0,82.0,64.0,3.0,305.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
118,B농가,17,20240104,3,23.86,120.0,7.0,90.0,85.0,1.0,280.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
119,B농가,17,20240104,4,28.05,175.0,9.0,85.0,75.0,5.0,272.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
120,B농가,17,20240104,5,22.02,175.0,5.0,82.0,70.0,5.0,272.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
121,B농가,17,20240104,6,29.93,180.0,6.0,83.0,72.0,4.0,308.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
122,B농가,17,20240104,7,27.16,168.0,7.0,92.0,82.0,6.0,305.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
123,B농가,17,20240104,8,30.71,145.0,6.0,93.0,83.0,4.0,300.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
124,B농가,17,20240104,9,25.78,135.0,6.0,93.0,66.0,4.0,258.0,1.0,0.0,0.7780981595092025,5.971288343558283,462.4753987730062,94.0585889570552,10.844417177914112,58.007116564417174,0.31892515039247404
125,B농가,18,20240111,1,22.99,162.0,8.0,70.0,60.0,0.0,238.0,1.0,0.0,0.5912499999999999,5.99797619047619,487.95184523809525,93.85053571428571,10.78470238095238,60.85357142857143,0.34988073540473297
126,B농가,18,20240111,2,20.56,192.0,8.0,82.0,62.0,1.0,306.0,1.0,0.0,0.5912499999999999,5.99797619047619,487.95184523809525,93.85053571428571,10.78470238095238,60.85357142857143,0.34988073540473297
127,B농가,18,20240111,3,26.62,178.0,7.0,96.0,78.0,0.0,270.0,1.0,0.0,0.5912499999999999,5.99797619047619,487.95184523809525,93.85053571428571,10.78470238095238,60.85357142857143,0.34988073540473297
128,B농가,18,20240111,4,30.33,177.0,8.0,92.0,81.0,4.0,280.0,1.0,0.0,0.5912499999999999,5.99797619047619,487.95184523809525,93.85053571428571,10.78470238095238,60.85357142857143,0.34988073540473297
129,B농가,18,20240111,5,34.97,160.0,6.0,105.0,87.0,3.0,288.0,1.0,0.0,0.5912499999999999,5.99797619047619,487.95184523809525,93.85053571428571,10.78470238095238,60.85357142857143,0.34988073540473297
130,B농가,18,20240111,6,28.5,152.0,7.0,68.0,61.0,3.0,313.0,1.0,0.0,0.5912499999999999,5.99797619047619,487.95184523809525,93.85053571428571,10.78470238095238,60.85357142857143,0.34988073540473297
131,B농가,18,20240111,7,22.37,164.0,7.0,96.0,82.0,2.0,308.0,1.0,0.0,0.5912499999999999,5.99797619047619,487.95184523809525,93.85053571428571,10.78470238095238,60.85357142857143,0.34988073540473297
